system,item,run,score
weak-2,task_024,1,0.4991
weak-2,task_024,2,0.6679
weak-2,task_024,3,0.4835
weak-3,task_024,1,0.5535
weak-3,task_024,2,0.5589
weak-3,task_024,3,0.647
strong-1,task_025,1,0.515
strong-1,task_025,2,0.7576
strong-1,task_025,3,0.8786
strong-2,task_025,1,0.7553
strong-2,task_025,2,0.6271
strong-2,task_025,3,0.831
strong-3,task_025,1,0.8321
strong-3,task_025,2,0.7653
strong-3,task_025,3,0.6675
good-1,task_025,1,0.6436
good-1,task_025,2,0.6905
good-1,task_025,3,0.6287
good-2,task_025,1,0.5138
good-2,task_025,2,0.6404
good-2,task_025,3,0.7183
good-3,task_025,1,0.6693
good-3,task_025,2,0.7167
good-3,task_025,3,0.7342
fair-1,task_025,1,0.7337
fair-1,task_025,2,0.8775
fair-1,task_025,3,0.7155
fair-2,task_025,1,0.4806
fair-2,task_025,2,0.3428
fair-2,task_025,3,0.6247
fair-3,task_025,1,0.6429
fair-3,task_025,2,0.5072
fair-3,task_025,3,0.665
weak-1,task_025,1,0.3707
weak-1,task_025,2,0.4993
weak-1,task_025,3,0.4192
weak-2,task_025,1,0.4988
weak-2,task_025,2,0.2633
weak-2,task_025,3,0.4068
weak-3,task_025,1,0.4387
weak-3,task_025,2,0.2983
weak-3,task_025,3,0.6621
strong-1,task_026,1,0.6016
strong-1,task_026,2,0.8139
strong-1,task_026,3,0.588
strong-2,task_026,1,0.6357
strong-2,task_026,2,0.7913
strong-2,task_026,3,0.6945
strong-3,task_026,1,0.6822
strong-3,task_026,2,0.6903
strong-3,task_026,3,0.5108
good-1,task_026,1,0.5482
good-1,task_026,2,0.4858
good-1,task_026,3,0.6128
good-2,task_026,1,0.5312
good-2,task_026,2,0.5862
good-2,task_026,3,0.5825
good-3,task_026,1,0.587
good-3,task_026,2,0.5872
good-3,task_026,3,0.5193
fair-1,task_026,1,0.3851
fair-1,task_026,2,0.428
fair-1,task_026,3,0.6189
fair-2,task_026,1,0.5422
fair-2,task_026,2,0.5656
fair-2,task_026,3,0.6528
fair-3,task_026,1,0.3713
fair-3,task_026,2,0.5571
fair-3,task_026,3,0.3828
weak-1,task_026,1,0.2843
weak-1,task_026,2,0.3743
weak-1,task_026,3,0.4986
weak-2,task_026,1,0.235
weak-2,task_026,2,0.3106
weak-2,task_026,3,0.4482
weak-3,task_026,1,0.1572
weak-3,task_026,2,0.3609
weak-3,task_026,3,0.2871
strong-1,task_027,1,0.5355
strong-1,task_027,2,0.6487
strong-1,task_027,3,0.698
strong-2,task_027,1,0.5322
strong-2,task_027,2,0.6743
strong-2,task_027,3,0.6516
strong-3,task_027,1,0.4959
strong-3,task_027,2,0.8034
strong-3,task_027,3,0.7524
good-1,task_027,1,0.4679
good-1,task_027,2,0.498
good-1,task_027,3,0.6473
good-2,task_027,1,0.508
good-2,task_027,2,0.3602
good-2,task_027,3,0.6779
good-3,task_027,1,0.5635
good-3,task_027,2,0.7723
good-3,task_027,3,0.6018
fair-1,task_027,1,0.4935
fair-1,task_027,2,0.7887
fair-1,task_027,3,0.4536
fair-2,task_027,1,0.3678
fair-2,task_027,2,0.4977
fair-2,task_027,3,0.5975
fair-3,task_027,1,0.3444
fair-3,task_027,2,0.3726
fair-3,task_027,3,0.522
weak-1,task_027,1,0.0
weak-1,task_027,2,0.1723
weak-1,task_027,3,0.38
weak-2,task_027,1,0.228
weak-2,task_027,2,0.1136
weak-2,task_027,3,0.5043
weak-3,task_027,1,0.1374
weak-3,task_027,2,0.235
weak-3,task_027,3,0.2515
strong-1,task_028,1,0.7159
strong-1,task_028,2,0.6661
strong-1,task_028,3,0.6979
strong-2,task_028,1,0.7131
strong-2,task_028,2,0.6972
strong-2,task_028,3,0.717
strong-3,task_028,1,0.4451
strong-3,task_028,2,0.7553
strong-3,task_028,3,0.5523
good-1,task_028,1,0.3984
good-1,task_028,2,0.7887
good-1,task_028,3,0.4954
good-2,task_028,1,0.6565
good-2,task_028,2,0.5518
good-2,task_028,3,0.5621
good-3,task_028,1,0.69
good-3,task_028,2,0.5215
good-3,task_028,3,0.6778
fair-1,task_028,1,0.5886
fair-1,task_028,2,0.6749
fair-1,task_028,3,0.5098
fair-2,task_028,1,0.6619
fair-2,task_028,2,0.736
fair-2,task_028,3,0.7213
fair-3,task_028,1,0.6112
fair-3,task_028,2,0.5962
fair-3,task_028,3,0.8602
weak-1,task_028,1,0.6123
weak-1,task_028,2,0.2824
weak-1,task_028,3,0.4684
weak-2,task_028,1,0.433
weak-2,task_028,2,0.3747
weak-2,task_028,3,0.3836
weak-3,task_028,1,0.4204
weak-3,task_028,2,0.4699
weak-3,task_028,3,0.3908
strong-1,task_029,1,0.8526
strong-1,task_029,2,0.9684
strong-1,task_029,3,0.8502
strong-2,task_029,1,0.8752
strong-2,task_029,2,0.9242
strong-2,task_029,3,0.9949
strong-3,task_029,1,0.9502
strong-3,task_029,2,0.8567
strong-3,task_029,3,0.8381
good-1,task_029,1,0.6106
good-1,task_029,2,0.7774
good-1,task_029,3,0.6311
good-2,task_029,1,0.6326
good-2,task_029,2,0.8168
good-2,task_029,3,0.7342
good-3,task_029,1,0.7972
good-3,task_029,2,0.6763
good-3,task_029,3,0.8774
fair-1,task_029,1,0.671
fair-1,task_029,2,0.7859
fair-1,task_029,3,0.7293
fair-2,task_029,1,0.6734
fair-2,task_029,2,0.6026
fair-2,task_029,3,0.6587
fair-3,task_029,1,0.7463
fair-3,task_029,2,0.732
fair-3,task_029,3,0.5237
weak-1,task_029,1,0.5881
weak-1,task_029,2,0.4517
weak-1,task_029,3,0.5649
weak-2,task_029,1,0.3985
weak-2,task_029,2,0.5454
weak-2,task_029,3,0.3876
weak-3,task_029,1,0.4895
weak-3,task_029,2,0.4424
weak-3,task_029,3,0.4438
strong-1,task_030,1,0.5561
strong-1,task_030,2,0.6016
strong-1,task_030,3,0.427
strong-2,task_030,1,0.7149
strong-2,task_030,2,0.7242
strong-2,task_030,3,0.5698
strong-3,task_030,1,0.4667
strong-3,task_030,2,0.5473
strong-3,task_030,3,0.7227
good-1,task_030,1,0.6173
good-1,task_030,2,0.5154
good-1,task_030,3,0.6472
good-2,task_030,1,0.4339
good-2,task_030,2,0.4811
good-2,task_030,3,0.6007
good-3,task_030,1,0.5379
good-3,task_030,2,0.4836
good-3,task_030,3,0.2721
fair-1,task_030,1,0.5323
fair-1,task_030,2,0.4941
fair-1,task_030,3,0.2667
fair-2,task_030,1,0.5245
fair-2,task_030,2,0.4569
fair-2,task_030,3,0.4891
fair-3,task_030,1,0.5624
fair-3,task_030,2,0.3771
fair-3,task_030,3,0.537
weak-1,task_030,1,0.3537
weak-1,task_030,2,0.3622
weak-1,task_030,3,0.4584
weak-2,task_030,1,0.3509
weak-2,task_030,2,0.2167
weak-2,task_030,3,0.4763
weak-3,task_030,1,0.1567
weak-3,task_030,2,0.2276
weak-3,task_030,3,0.1724
strong-1,task_031,1,0.7352
strong-1,task_031,2,0.8656
strong-1,task_031,3,0.8893
strong-2,task_031,1,0.7975
strong-2,task_031,2,0.6795
strong-2,task_031,3,0.6856
strong-3,task_031,1,0.6802
strong-3,task_031,2,0.8513
strong-3,task_031,3,0.6468
good-1,task_031,1,0.7716
good-1,task_031,2,0.6729
good-1,task_031,3,0.6955
good-2,task_031,1,0.8428
good-2,task_031,2,0.6242
good-2,task_031,3,0.8593
good-3,task_031,1,0.5215
good-3,task_031,2,0.5858
good-3,task_031,3,0.5029
fair-1,task_031,1,0.5044
fair-1,task_031,2,0.6506
fair-1,task_031,3,0.6677
fair-2,task_031,1,0.6203
fair-2,task_031,2,0.6159
fair-2,task_031,3,0.4575
fair-3,task_031,1,0.4406
fair-3,task_031,2,0.62
fair-3,task_031,3,0.7348
weak-1,task_031,1,0.3665
weak-1,task_031,2,0.267
weak-1,task_031,3,0.2379
weak-2,task_031,1,0.3317
weak-2,task_031,2,0.5803
weak-2,task_031,3,0.3837
weak-3,task_031,1,0.2924
weak-3,task_031,2,0.3395
weak-3,task_031,3,0.3533
strong-1,task_032,1,0.7837
strong-1,task_032,2,0.6819
strong-1,task_032,3,0.6566
strong-2,task_032,1,0.7338
strong-2,task_032,2,0.8061
strong-2,task_032,3,0.8334
strong-3,task_032,1,0.8151
strong-3,task_032,2,0.7042
strong-3,task_032,3,0.5681
good-1,task_032,1,0.5967
good-1,task_032,2,0.7158
good-1,task_032,3,0.5378
good-2,task_032,1,0.7123
good-2,task_032,2,0.6196
good-2,task_032,3,0.6205
good-3,task_032,1,0.8077
good-3,task_032,2,0.7086
good-3,task_032,3,0.8353
fair-1,task_032,1,0.4912
fair-1,task_032,2,0.7189
fair-1,task_032,3,0.6945
fair-2,task_032,1,0.2651
fair-2,task_032,2,0.5848
fair-2,task_032,3,0.7642
fair-3,task_032,1,0.6801
fair-3,task_032,2,0.546
fair-3,task_032,3,0.5689
weak-1,task_032,1,0.2712
weak-1,task_032,2,0.4372
weak-1,task_032,3,0.2173
weak-2,task_032,1,0.3028
weak-2,task_032,2,0.5376
weak-2,task_032,3,0.4123
weak-3,task_032,1,0.3745
weak-3,task_032,2,0.4029
weak-3,task_032,3,0.7161
strong-1,task_033,1,0.9804
strong-1,task_033,2,0.7812
strong-1,task_033,3,1.0
strong-2,task_033,1,0.8568
strong-2,task_033,2,0.9479
strong-2,task_033,3,0.802
strong-3,task_033,1,0.7634
strong-3,task_033,2,0.9547
strong-3,task_033,3,0.782
good-1,task_033,1,0.7106
good-1,task_033,2,0.8953
good-1,task_033,3,0.6687
good-2,task_033,1,0.6404
good-2,task_033,2,0.8565
good-2,task_033,3,0.5809
good-3,task_033,1,0.7138
good-3,task_033,2,0.7563
good-3,task_033,3,0.6486
fair-1,task_033,1,0.5836
fair-1,task_033,2,0.7798
fair-1,task_033,3,0.7387
fair-2,task_033,1,0.6025
fair-2,task_033,2,0.7648
fair-2,task_033,3,0.8737
fair-3,task_033,1,0.5655
fair-3,task_033,2,0.7133
fair-3,task_033,3,0.924
weak-1,task_033,1,0.5938
weak-1,task_033,2,0.616
weak-1,task_033,3,0.5045
weak-2,task_033,1,0.4388
weak-2,task_033,2,0.6523
weak-2,task_033,3,0.5984
weak-3,task_033,1,0.5209
weak-3,task_033,2,0.4753
weak-3,task_033,3,0.3343
strong-1,task_034,1,0.8315
strong-1,task_034,2,0.7383
strong-1,task_034,3,0.7998
strong-2,task_034,1,0.8882
strong-2,task_034,2,0.9045
strong-2,task_034,3,0.8934
strong-3,task_034,1,1.0
strong-3,task_034,2,0.9425
strong-3,task_034,3,0.7323
good-1,task_034,1,0.6543
good-1,task_034,2,1.0
good-1,task_034,3,0.6714
good-2,task_034,1,0.7395
good-2,task_034,2,0.9363
good-2,task_034,3,0.933
good-3,task_034,1,0.7383
good-3,task_034,2,0.771
good-3,task_034,3,0.5645
fair-1,task_034,1,0.5544
fair-1,task_034,2,0.6142
fair-1,task_034,3,0.6537
fair-2,task_034,1,0.6188
fair-2,task_034,2,0.6711
fair-2,task_034,3,0.8955
fair-3,task_034,1,0.7054
fair-3,task_034,2,0.6883
fair-3,task_034,3,0.6545
weak-1,task_034,1,0.4554
weak-1,task_034,2,0.61
weak-1,task_034,3,0.3653
weak-2,task_034,1,0.4605
weak-2,task_034,2,0.3538
weak-2,task_034,3,0.4839
weak-3,task_034,1,0.4874
weak-3,task_034,2,0.5756
weak-3,task_034,3,0.6061
strong-1,task_035,1,0.9098
strong-1,task_035,2,1.0
strong-1,task_035,3,1.0
strong-2,task_035,1,0.8715
strong-2,task_035,2,0.8779
strong-2,task_035,3,0.6239
strong-3,task_035,1,0.8721
strong-3,task_035,2,0.8363
strong-3,task_035,3,0.6511
good-1,task_035,1,0.7194
good-1,task_035,2,0.8722
good-1,task_035,3,0.6306
good-2,task_035,1,0.9091
good-2,task_035,2,0.8191
good-2,task_035,3,0.7417
good-3,task_035,1,0.7512
good-3,task_035,2,0.8582
good-3,task_035,3,0.6094
fair-1,task_035,1,0.9013
fair-1,task_035,2,0.5874
fair-1,task_035,3,0.5927
fair-2,task_035,1,0.8111
fair-2,task_035,2,0.7638
fair-2,task_035,3,0.8227
fair-3,task_035,1,0.7919
fair-3,task_035,2,0.7183
fair-3,task_035,3,0.5365
weak-1,task_035,1,0.4448
weak-1,task_035,2,0.5187
weak-1,task_035,3,0.495
weak-2,task_035,1,0.2711
weak-2,task_035,2,0.6117
weak-2,task_035,3,0.6873
weak-3,task_035,1,0.6579
weak-3,task_035,2,0.3849
weak-3,task_035,3,0.5448
strong-1,task_036,1,0.4415
strong-1,task_036,2,0.8613
strong-1,task_036,3,0.462
strong-2,task_036,1,0.7205
strong-2,task_036,2,0.8033
strong-2,task_036,3,0.8174
strong-3,task_036,1,0.7132
strong-3,task_036,2,0.5186
strong-3,task_036,3,0.6643
good-1,task_036,1,0.5759
good-1,task_036,2,0.6459
good-1,task_036,3,0.714
good-2,task_036,1,0.6782
good-2,task_036,2,0.8388
good-2,task_036,3,0.6781
good-3,task_036,1,0.5626
good-3,task_036,2,0.7847
good-3,task_036,3,0.5708
fair-1,task_036,1,0.5464
fair-1,task_036,2,0.5353
fair-1,task_036,3,0.2631
fair-2,task_036,1,0.5458
fair-2,task_036,2,0.5472
fair-2,task_036,3,0.4923
fair-3,task_036,1,0.4998
fair-3,task_036,2,0.3741
fair-3,task_036,3,0.5245
weak-1,task_036,1,0.5007
weak-1,task_036,2,0.3159
weak-1,task_036,3,0.278
weak-2,task_036,1,0.2685
weak-2,task_036,2,0.5573
weak-2,task_036,3,0.1863
weak-3,task_036,1,0.4283
weak-3,task_036,2,0.3476
weak-3,task_036,3,0.5467
strong-1,task_037,1,0.9035
strong-1,task_037,2,0.7495
strong-1,task_037,3,0.5897
strong-2,task_037,1,0.9165
strong-2,task_037,2,0.9196
strong-2,task_037,3,0.6377
strong-3,task_037,1,0.8412
strong-3,task_037,2,0.6712
strong-3,task_037,3,0.6739
good-1,task_037,1,0.5122
good-1,task_037,2,0.7919
good-1,task_037,3,0.7191
good-2,task_037,1,0.7437
good-2,task_037,2,0.849
good-2,task_037,3,0.7628
good-3,task_037,1,0.7536
good-3,task_037,2,0.7717
good-3,task_037,3,0.5722
fair-1,task_037,1,0.5955
fair-1,task_037,2,0.4666
fair-1,task_037,3,0.5003
fair-2,task_037,1,0.5892
fair-2,task_037,2,0.7161
fair-2,task_037,3,0.8257
fair-3,task_037,1,0.4799
fair-3,task_037,2,0.6183
fair-3,task_037,3,0.5915
weak-1,task_037,1,0.4773
weak-1,task_037,2,0.4833
weak-1,task_037,3,0.4591
weak-2,task_037,1,0.3129
weak-2,task_037,2,0.4627
weak-2,task_037,3,0.5174
weak-3,task_037,1,0.3628
weak-3,task_037,2,0.6369
weak-3,task_037,3,0.3934
strong-1,task_038,1,0.8357
strong-1,task_038,2,0.938
strong-1,task_038,3,0.8771
strong-2,task_038,1,0.755
strong-2,task_038,2,0.9026
strong-2,task_038,3,1.0
strong-3,task_038,1,1.0
strong-3,task_038,2,0.8431
strong-3,task_038,3,1.0
good-1,task_038,1,0.85
good-1,task_038,2,0.8667
good-1,task_038,3,0.9748
good-2,task_038,1,0.9292
good-2,task_038,2,0.8524
good-2,task_038,3,0.7333
good-3,task_038,1,0.7118
good-3,task_038,2,0.8284
good-3,task_038,3,0.871
fair-1,task_038,1,0.8008
fair-1,task_038,2,0.8315
fair-1,task_038,3,0.8532
fair-2,task_038,1,0.4811
fair-2,task_038,2,0.8448
fair-2,task_038,3,0.6302
fair-3,task_038,1,0.868
fair-3,task_038,2,0.7825
fair-3,task_038,3,0.8148
weak-1,task_038,1,0.5059
weak-1,task_038,2,0.5965
weak-1,task_038,3,0.36
weak-2,task_038,1,0.6859
weak-2,task_038,2,0.529
weak-2,task_038,3,0.2806
weak-3,task_038,1,0.6822
weak-3,task_038,2,0.7499
weak-3,task_038,3,0.4691
strong-1,task_039,1,1.0
strong-1,task_039,2,0.9365
strong-1,task_039,3,0.7696
strong-2,task_039,1,0.9796
strong-2,task_039,2,1.0
strong-2,task_039,3,1.0
strong-3,task_039,1,1.0
strong-3,task_039,2,1.0
strong-3,task_039,3,1.0
good-1,task_039,1,0.9252
good-1,task_039,2,0.8828
good-1,task_039,3,0.9197
good-2,task_039,1,0.9103
good-2,task_039,2,0.9156
good-2,task_039,3,0.8276
good-3,task_039,1,0.8893
good-3,task_039,2,0.958
good-3,task_039,3,0.983
fair-1,task_039,1,0.8519
fair-1,task_039,2,0.8387
fair-1,task_039,3,0.9177
fair-2,task_039,1,0.9485
fair-2,task_039,2,0.9338
fair-2,task_039,3,0.6665
fair-3,task_039,1,0.8089
fair-3,task_039,2,0.9366
fair-3,task_039,3,0.9156
weak-1,task_039,1,0.7537
weak-1,task_039,2,0.7135
weak-1,task_039,3,0.5851
weak-2,task_039,1,0.8134
weak-2,task_039,2,0.5294
weak-2,task_039,3,0.7874
weak-3,task_039,1,0.6771
weak-3,task_039,2,0.517
weak-3,task_039,3,0.6354
strong-1,task_040,1,0.711
strong-1,task_040,2,0.5138
strong-1,task_040,3,0.4454
strong-2,task_040,1,0.5468
strong-2,task_040,2,0.4886
strong-2,task_040,3,0.441
strong-3,task_040,1,0.6267
strong-3,task_040,2,0.6663
strong-3,task_040,3,0.5179
good-1,task_040,1,0.5661
good-1,task_040,2,0.466
good-1,task_040,3,0.4976
good-2,task_040,1,0.5221
good-2,task_040,2,0.6728
good-2,task_040,3,0.5644
good-3,task_040,1,0.3986
good-3,task_040,2,0.5653
good-3,task_040,3,0.4842
fair-1,task_040,1,0.3672
fair-1,task_040,2,0.3262
fair-1,task_040,3,0.4157
fair-2,task_040,1,0.4119
fair-2,task_040,2,0.3743
fair-2,task_040,3,0.2655
fair-3,task_040,1,0.2308
fair-3,task_040,2,0.4326
fair-3,task_040,3,0.4382
weak-1,task_040,1,0.4787
weak-1,task_040,2,0.2189
weak-1,task_040,3,0.3509
weak-2,task_040,1,0.37
weak-2,task_040,2,0.2318
weak-2,task_040,3,0.247
weak-3,task_040,1,0.1913
weak-3,task_040,2,0.4338
weak-3,task_040,3,0.0726
strong-1,task_041,1,1.0
strong-1,task_041,2,1.0
strong-1,task_041,3,1.0
strong-2,task_041,1,0.9594
strong-2,task_041,2,1.0
strong-2,task_041,3,1.0
strong-3,task_041,1,1.0
strong-3,task_041,2,1.0
strong-3,task_041,3,1.0
good-1,task_041,1,1.0
good-1,task_041,2,0.8305
good-1,task_041,3,0.9105
good-2,task_041,1,1.0
good-2,task_041,2,1.0
good-2,task_041,3,0.978
good-3,task_041,1,1.0
good-3,task_041,2,1.0
good-3,task_041,3,0.8578
fair-1,task_041,1,0.7273
fair-1,task_041,2,0.7353
fair-1,task_041,3,1.0
fair-2,task_041,1,0.7462
fair-2,task_041,2,0.8364
fair-2,task_041,3,0.8418
fair-3,task_041,1,0.9756
fair-3,task_041,2,0.671
fair-3,task_041,3,0.8579
weak-1,task_041,1,0.8158
weak-1,task_041,2,0.8049
weak-1,task_041,3,0.7273
weak-2,task_041,1,0.6535
weak-2,task_041,2,0.8756
weak-2,task_041,3,0.4983
weak-3,task_041,1,0.7901
weak-3,task_041,2,0.7381
weak-3,task_041,3,0.7472
strong-1,task_042,1,1.0
strong-1,task_042,2,1.0
strong-1,task_042,3,1.0
strong-2,task_042,1,0.8685
strong-2,task_042,2,0.8582
strong-2,task_042,3,1.0
strong-3,task_042,1,1.0
strong-3,task_042,2,1.0
strong-3,task_042,3,1.0
good-1,task_042,1,0.8616
good-1,task_042,2,1.0
good-1,task_042,3,0.9676
good-2,task_042,1,1.0
good-2,task_042,2,0.7711
good-2,task_042,3,0.8653
good-3,task_042,1,0.8751
good-3,task_042,2,1.0
good-3,task_042,3,0.8351
fair-1,task_042,1,1.0
fair-1,task_042,2,1.0
fair-1,task_042,3,0.9306
fair-2,task_042,1,0.8835
fair-2,task_042,2,0.6642
fair-2,task_042,3,0.8554
fair-3,task_042,1,0.678
fair-3,task_042,2,0.7955
fair-3,task_042,3,0.8577
weak-1,task_042,1,0.6214
weak-1,task_042,2,0.7599
weak-1,task_042,3,0.6411
weak-2,task_042,1,0.485
weak-2,task_042,2,0.5387
weak-2,task_042,3,0.5152
weak-3,task_042,1,0.6205
weak-3,task_042,2,0.7926
weak-3,task_042,3,0.711
strong-1,task_043,1,0.9424
strong-1,task_043,2,0.7636
strong-1,task_043,3,1.0
strong-2,task_043,1,0.9019
strong-2,task_043,2,1.0
strong-2,task_043,3,0.8096
strong-3,task_043,1,0.8425
strong-3,task_043,2,1.0
strong-3,task_043,3,0.7868
good-1,task_043,1,0.8811
good-1,task_043,2,0.7978
good-1,task_043,3,0.7455
good-2,task_043,1,1.0
good-2,task_043,2,0.7246
good-2,task_043,3,0.9337
good-3,task_043,1,0.9565
good-3,task_043,2,0.7237
good-3,task_043,3,0.6263
fair-1,task_043,1,0.5491
fair-1,task_043,2,0.6571
fair-1,task_043,3,0.7695
fair-2,task_043,1,0.7819
fair-2,task_043,2,0.7242
fair-2,task_043,3,0.7334
fair-3,task_043,1,0.8522
fair-3,task_043,2,0.8295
fair-3,task_043,3,0.7867
weak-1,task_043,1,0.4971
weak-1,task_043,2,0.6505
weak-1,task_043,3,0.5849
weak-2,task_043,1,0.4827
weak-2,task_043,2,0.5016
weak-2,task_043,3,0.7002
weak-3,task_043,1,0.768
weak-3,task_043,2,0.5067
weak-3,task_043,3,0.3364
strong-1,task_044,1,0.8869
strong-1,task_044,2,0.723
strong-1,task_044,3,0.9029
strong-2,task_044,1,0.781
strong-2,task_044,2,1.0
strong-2,task_044,3,0.8347
strong-3,task_044,1,0.9216
strong-3,task_044,2,0.6887
strong-3,task_044,3,0.5122
good-1,task_044,1,0.7672
good-1,task_044,2,0.7811
good-1,task_044,3,0.8315
good-2,task_044,1,0.6914
good-2,task_044,2,0.6102
good-2,task_044,3,0.5763
good-3,task_044,1,0.8132
good-3,task_044,2,0.8304
good-3,task_044,3,0.656
fair-1,task_044,1,0.6042
fair-1,task_044,2,0.5822
fair-1,task_044,3,0.4538
fair-2,task_044,1,0.6842
fair-2,task_044,2,0.7554
fair-2,task_044,3,0.6377
fair-3,task_044,1,0.5058
fair-3,task_044,2,0.6405
fair-3,task_044,3,0.8124
weak-1,task_044,1,0.7166
weak-1,task_044,2,0.5119
weak-1,task_044,3,0.3955
weak-2,task_044,1,0.2639
weak-2,task_044,2,0.3123
weak-2,task_044,3,0.4725
weak-3,task_044,1,0.5071
weak-3,task_044,2,0.5105
weak-3,task_044,3,0.4534
strong-1,task_045,1,0.56
strong-1,task_045,2,0.5564
strong-1,task_045,3,0.746
strong-2,task_045,1,0.6391
strong-2,task_045,2,0.8733
strong-2,task_045,3,0.5693
strong-3,task_045,1,0.9154
strong-3,task_045,2,0.6565
strong-3,task_045,3,0.7543
good-1,task_045,1,0.6843
good-1,task_045,2,0.6219
good-1,task_045,3,0.4383
good-2,task_045,1,0.6067
good-2,task_045,2,0.8272
good-2,task_045,3,0.5189
good-3,task_045,1,0.4571
good-3,task_045,2,0.6357
good-3,task_045,3,0.6144
fair-1,task_045,1,0.4276
fair-1,task_045,2,0.487
fair-1,task_045,3,0.5169
fair-2,task_045,1,0.5244
fair-2,task_045,2,0.5877
fair-2,task_045,3,0.6475
fair-3,task_045,1,0.6124
fair-3,task_045,2,0.6074
fair-3,task_045,3,0.7546
weak-1,task_045,1,0.5103
weak-1,task_045,2,0.0694
weak-1,task_045,3,0.3498
weak-2,task_045,1,0.2164
weak-2,task_045,2,0.314
weak-2,task_045,3,0.4746
weak-3,task_045,1,0.3676
weak-3,task_045,2,0.3426
weak-3,task_045,3,0.5346
strong-1,task_046,1,0.8479
strong-1,task_046,2,1.0
strong-1,task_046,3,1.0
strong-2,task_046,1,1.0
strong-2,task_046,2,0.8853
strong-2,task_046,3,1.0
strong-3,task_046,1,1.0
strong-3,task_046,2,1.0
strong-3,task_046,3,1.0
good-1,task_046,1,0.9771
good-1,task_046,2,0.9582
good-1,task_046,3,0.8067
good-2,task_046,1,0.9093
good-2,task_046,2,0.9907
good-2,task_046,3,0.6007
good-3,task_046,1,1.0
good-3,task_046,2,0.9804
good-3,task_046,3,0.824
fair-1,task_046,1,0.7712
fair-1,task_046,2,0.8309
fair-1,task_046,3,0.8988
fair-2,task_046,1,0.8121
fair-2,task_046,2,0.9817
fair-2,task_046,3,0.8987
fair-3,task_046,1,0.7668
fair-3,task_046,2,0.8015
fair-3,task_046,3,0.8783
weak-1,task_046,1,0.7534
weak-1,task_046,2,0.7481
weak-1,task_046,3,0.6625
weak-2,task_046,1,0.6897
weak-2,task_046,2,0.6705
weak-2,task_046,3,0.7637
weak-3,task_046,1,0.5648
weak-3,task_046,2,0.7396
weak-3,task_046,3,0.4695
strong-1,task_047,1,1.0
strong-1,task_047,2,1.0
strong-1,task_047,3,1.0
strong-2,task_047,1,0.8591
strong-2,task_047,2,1.0
strong-2,task_047,3,1.0
strong-3,task_047,1,1.0
strong-3,task_047,2,1.0
strong-3,task_047,3,0.9903
good-1,task_047,1,1.0
good-1,task_047,2,1.0
good-1,task_047,3,0.8941
good-2,task_047,1,1.0
good-2,task_047,2,0.9756
good-2,task_047,3,1.0
good-3,task_047,1,0.9328
good-3,task_047,2,1.0
good-3,task_047,3,0.8835
fair-1,task_047,1,0.8612
fair-1,task_047,2,0.9085
fair-1,task_047,3,0.8615
fair-2,task_047,1,0.9071
fair-2,task_047,2,1.0
fair-2,task_047,3,0.7932
fair-3,task_047,1,0.8021
fair-3,task_047,2,0.9388
fair-3,task_047,3,0.8716
weak-1,task_047,1,0.6432
weak-1,task_047,2,0.7682
weak-1,task_047,3,0.6916
weak-2,task_047,1,0.7906
weak-2,task_047,2,0.7493
weak-2,task_047,3,0.7315
weak-3,task_047,1,0.7461
weak-3,task_047,2,0.8662
weak-3,task_047,3,0.8982
strong-1,task_048,1,1.0
strong-1,task_048,2,0.955
strong-1,task_048,3,0.902
strong-2,task_048,1,0.8226
strong-2,task_048,2,0.9389
strong-2,task_048,3,0.9745
strong-3,task_048,1,1.0
strong-3,task_048,2,0.8614
strong-3,task_048,3,1.0
good-1,task_048,1,1.0
good-1,task_048,2,1.0
good-1,task_048,3,0.9418
good-2,task_048,1,1.0
good-2,task_048,2,0.8941
good-2,task_048,3,1.0
good-3,task_048,1,0.8648
good-3,task_048,2,0.9418
good-3,task_048,3,1.0
fair-1,task_048,1,1.0
fair-1,task_048,2,0.8982
fair-1,task_048,3,0.8627
fair-2,task_048,1,0.6325
fair-2,task_048,2,1.0
fair-2,task_048,3,0.9422
fair-3,task_048,1,0.701
fair-3,task_048,2,1.0
fair-3,task_048,3,0.9758
weak-1,task_048,1,0.6893
weak-1,task_048,2,0.6669
weak-1,task_048,3,0.8086
weak-2,task_048,1,0.754
weak-2,task_048,2,0.7818
weak-2,task_048,3,0.8632
weak-3,task_048,1,0.8595
weak-3,task_048,2,0.8119
weak-3,task_048,3,0.7926
strong-1,task_049,1,0.8498
strong-1,task_049,2,0.8677
strong-1,task_049,3,1.0
strong-2,task_049,1,1.0
strong-2,task_049,2,1.0
strong-2,task_049,3,1.0
strong-3,task_049,1,0.9295
strong-3,task_049,2,1.0
strong-3,task_049,3,0.8816
good-1,task_049,1,0.9273
good-1,task_049,2,1.0
good-1,task_049,3,0.846
good-2,task_049,1,1.0
good-2,task_049,2,1.0
good-2,task_049,3,1.0
good-3,task_049,1,0.8972
good-3,task_049,2,0.7676
good-3,task_049,3,0.8436
fair-1,task_049,1,0.8911
fair-1,task_049,2,0.7997
fair-1,task_049,3,0.9098
fair-2,task_049,1,0.847
fair-2,task_049,2,0.7655
fair-2,task_049,3,0.9332
fair-3,task_049,1,0.9791
fair-3,task_049,2,0.7499
fair-3,task_049,3,0.8867
weak-1,task_049,1,0.6676
