system,item,run,score
qwen/qwen-2.5-7b-instruct,gsm0071,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0071,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0069,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0070,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0071,a1_g1,1.0
openai/gpt-4.1-nano,gsm0072,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0072,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0072,a1_g1,1.0
openai/gpt-4o-mini,gsm0073,a1_g1,1.0
openai/gpt-4o-mini,gsm0072,a1_g1,1.0
openai/gpt-4.1-nano,gsm0073,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0072,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0072,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0070,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0073,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0073,a1_g1,1.0
openai/gpt-4.1-nano,gsm0074,a1_g1,1.0
openai/gpt-4o-mini,gsm0074,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0074,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0074,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0073,a1_g1,1.0
openai/gpt-4.1-nano,gsm0075,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0074,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0075,a1_g1,1.0
openai/gpt-4o-mini,gsm0075,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0075,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0073,a1_g1,0.0
meta-llama/llama-3.3-70b-instruct,gsm0075,a1_g1,1.0
openai/gpt-4.1-nano,gsm0076,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0075,a1_g1,1.0
openai/gpt-4o-mini,gsm0076,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0076,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0074,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0076,a1_g1,1.0
openai/gpt-4.1-nano,gsm0077,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0077,a1_g1,1.0
openai/gpt-4o-mini,gsm0077,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0077,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0076,a1_g1,1.0
openai/gpt-4.1-nano,gsm0078,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0077,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0077,a1_g1,1.0
openai/gpt-4o-mini,gsm0078,a1_g1,1.0
openai/gpt-4.1-nano,gsm0079,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0079,a1_g1,1.0
openai/gpt-4o-mini,gsm0079,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0076,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0079,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0078,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0078,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0079,a1_g1,1.0
openai/gpt-4.1-nano,gsm0080,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0078,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0079,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0080,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0080,a1_g1,1.0
openai/gpt-4o-mini,gsm0080,a1_g1,1.0
openai/gpt-4o-mini,gsm0081,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0081,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0080,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0081,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0082,a1_g1,1.0
openai/gpt-4.1-nano,gsm0081,a1_g1,1.0
openai/gpt-4o-mini,gsm0082,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0081,a1_g1,1.0
openai/gpt-4.1-nano,gsm0082,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0082,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0082,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0082,a1_g1,1.0
openai/gpt-4.1-nano,gsm0083,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0080,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0083,a1_g1,1.0
openai/gpt-4o-mini,gsm0083,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0081,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0083,a1_g1,1.0
openai/gpt-4.1-nano,gsm0084,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0084,a1_g1,1.0
openai/gpt-4o-mini,gsm0084,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0083,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0084,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0084,a1_g1,1.0
openai/gpt-4.1-nano,gsm0085,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0078,a1_g1,1.0
openai/gpt-4o-mini,gsm0085,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0085,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0085,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0083,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0085,a1_g1,1.0
openai/gpt-4o-mini,gsm0086,a1_g1,1.0
openai/gpt-4.1-nano,gsm0086,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0085,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0086,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0086,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0084,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0086,a1_g1,1.0
openai/gpt-4.1-nano,gsm0087,a1_g1,1.0
openai/gpt-4o-mini,gsm0087,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0087,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0086,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0087,a1_g1,0.0
openai/gpt-4o-mini,gsm0088,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0088,a1_g1,1.0
openai/gpt-4.1-nano,gsm0088,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0088,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0087,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0089,a1_g1,0.0
meta-llama/llama-3.3-70b-instruct,gsm0087,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0088,a1_g1,1.0
openai/gpt-4.1-nano,gsm0089,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0089,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0089,a1_g1,1.0
openai/gpt-4o-mini,gsm0089,a1_g1,0.0
openai/gpt-4o-mini,gsm0090,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0090,a1_g1,1.0
openai/gpt-4.1-nano,gsm0090,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0089,a1_g1,0.0
qwen/qwen-2.5-7b-instruct,gsm0090,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0091,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0088,a1_g1,1.0
openai/gpt-4o-mini,gsm0091,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0090,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0091,a1_g1,1.0
openai/gpt-4.1-nano,gsm0091,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0091,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0092,a1_g1,1.0
openai/gpt-4o-mini,gsm0092,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0092,a1_g1,1.0
openai/gpt-4.1-nano,gsm0092,a1_g1,1.0
openai/gpt-4.1-nano,gsm0093,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0093,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0093,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0092,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0091,a1_g1,1.0
openai/gpt-4o-mini,gsm0093,a1_g1,0.0
meta-llama/llama-3.3-70b-instruct,gsm0094,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0090,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0093,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0093,a1_g1,0.0
qwen/qwen-2.5-7b-instruct,gsm0094,a1_g1,1.0
openai/gpt-4o-mini,gsm0094,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0092,a1_g1,1.0
openai/gpt-4.1-nano,gsm0094,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0094,a1_g1,1.0
openai/gpt-4o-mini,gsm0095,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0095,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0095,a1_g1,1.0
openai/gpt-4.1-nano,gsm0095,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0095,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0094,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0096,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0096,a1_g1,1.0
openai/gpt-4o-mini,gsm0096,a1_g1,1.0
openai/gpt-4.1-nano,gsm0096,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0096,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0096,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0097,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0095,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0097,a1_g1,1.0
openai/gpt-4.1-nano,gsm0097,a1_g1,1.0
openai/gpt-4o-mini,gsm0097,a1_g1,1.0
openai/gpt-4.1-nano,gsm0098,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0098,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0098,a1_g1,1.0
openai/gpt-4o-mini,gsm0098,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0097,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0098,a1_g1,1.0
openai/gpt-4.1-nano,gsm0099,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0098,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0099,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0099,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0099,a1_g1,1.0
openai/gpt-4o-mini,gsm0100,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0100,a1_g1,1.0
openai/gpt-4o-mini,gsm0099,a1_g1,1.0
openai/gpt-4.1-nano,gsm0100,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0097,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0100,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0099,a1_g1,0.0
openai/gpt-4.1-nano,gsm0101,a1_g1,1.0
openai/gpt-4o-mini,gsm0101,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0101,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0101,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0100,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0101,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0100,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0102,a1_g1,1.0
openai/gpt-4.1-nano,gsm0102,a1_g1,0.0
openai/gpt-4o-mini,gsm0102,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0102,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0102,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0103,a1_g1,1.0
openai/gpt-4o-mini,gsm0103,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0103,a1_g1,1.0
openai/gpt-4.1-nano,gsm0103,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0103,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0103,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0102,a1_g1,0.0
openai/gpt-4o-mini,gsm0104,a1_g1,1.0
openai/gpt-4.1-nano,gsm0104,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0104,a1_g1,1.0
openai/gpt-4o-mini,gsm0105,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0105,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0101,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0104,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0104,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0105,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0105,a1_g1,1.0
openai/gpt-4.1-nano,gsm0105,a1_g1,1.0
openai/gpt-4.1-nano,gsm0106,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0105,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0106,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0106,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0106,a1_g1,1.0
openai/gpt-4o-mini,gsm0106,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0107,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0104,a1_g1,1.0
openai/gpt-4.1-nano,gsm0107,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0107,a1_g1,0.0
meta-llama/llama-3.3-70b-instruct,gsm0108,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0107,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0106,a1_g1,1.0
openai/gpt-4o-mini,gsm0107,a1_g1,0.0
openai/gpt-4.1-nano,gsm0108,a1_g1,1.0
openai/gpt-4o-mini,gsm0108,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0108,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0108,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0108,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0109,a1_g1,1.0
openai/gpt-4o-mini,gsm0109,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0109,a1_g1,1.0
openai/gpt-4.1-nano,gsm0110,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0110,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0110,a1_g1,1.0
openai/gpt-4o-mini,gsm0110,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0110,a1_g1,1.0
openai/gpt-4.1-nano,gsm0109,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0109,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0109,a1_g1,1.0
openai/gpt-4.1-nano,gsm0111,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0111,a1_g1,1.0
openai/gpt-4o-mini,gsm0111,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0111,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0110,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0111,a1_g1,1.0
openai/gpt-4o-mini,gsm0112,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0112,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0112,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0107,a1_g1,1.0
openai/gpt-4.1-nano,gsm0112,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0111,a1_g1,1.0
openai/gpt-4.1-nano,gsm0113,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0113,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0113,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0112,a1_g1,1.0
openai/gpt-4o-mini,gsm0113,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0113,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0114,a1_g1,1.0
openai/gpt-4.1-nano,gsm0114,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0114,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0114,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0112,a1_g1,1.0
openai/gpt-4o-mini,gsm0114,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0114,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0113,a1_g1,1.0
openai/gpt-4.1-nano,gsm0115,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0115,a1_g1,1.0
openai/gpt-4o-mini,gsm0115,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0115,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0116,a1_g1,1.0
openai/gpt-4.1-nano,gsm0116,a1_g1,1.0
openai/gpt-4o-mini,gsm0116,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0116,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0115,a1_g1,1.0
openai/gpt-4.1-nano,gsm0117,a1_g1,1.0
openai/gpt-4o-mini,gsm0117,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0117,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0117,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0116,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0117,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0115,a1_g1,0.0
openai/gpt-4.1-nano,gsm0118,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0118,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0117,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0118,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0118,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0118,a1_g1,1.0
openai/gpt-4o-mini,gsm0118,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0116,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0119,a1_g1,0.0
openai/gpt-4.1-nano,gsm0119,a1_g1,0.0
qwen/qwen-2.5-7b-instruct,gsm0119,a1_g1,0.0
openai/gpt-4o-mini,gsm0120,a1_g1,1.0
openai/gpt-4.1-nano,gsm0120,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0120,a1_g1,1.0
openai/gpt-4o-mini,gsm0121,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0120,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0120,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0121,a1_g1,1.0
openai/gpt-4o-mini,gsm0119,a1_g1,0.0
openai/gpt-4.1-nano,gsm0121,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0121,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0121,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0119,a1_g1,0.0
mistralai/ministral-8b-2512,gsm0120,a1_g1,1.0
openai/gpt-4.1-nano,gsm0122,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0122,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0121,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0122,a1_g1,1.0
openai/gpt-4o-mini,gsm0122,a1_g1,1.0
openai/gpt-4.1-nano,gsm0123,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0123,a1_g1,1.0
openai/gpt-4o-mini,gsm0123,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0122,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0119,a1_g1,0.0
openai/gpt-4.1-nano,gsm0124,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0123,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0124,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0122,a1_g1,1.0
openai/gpt-4o-mini,gsm0124,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0123,a1_g1,1.0
openai/gpt-4o-mini,gsm0125,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0124,a1_g1,1.0
openai/gpt-4.1-nano,gsm0125,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0124,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0125,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0125,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0124,a1_g1,1.0
openai/gpt-4.1-nano,gsm0126,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0126,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0126,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0126,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0126,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0123,a1_g1,1.0
openai/gpt-4o-mini,gsm0126,a1_g1,1.0
openai/gpt-4.1-nano,gsm0127,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0127,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0127,a1_g1,1.0
openai/gpt-4o-mini,gsm0127,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0125,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0125,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0127,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0128,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0127,a1_g1,1.0
openai/gpt-4o-mini,gsm0128,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0128,a1_g1,1.0
openai/gpt-4.1-nano,gsm0128,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0128,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0129,a1_g1,0.0
openai/gpt-4.1-nano,gsm0129,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0129,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0129,a1_g1,1.0
openai/gpt-4o-mini,gsm0130,a1_g1,1.0
openai/gpt-4.1-nano,gsm0130,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0130,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0130,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0129,a1_g1,1.0
openai/gpt-4o-mini,gsm0129,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0130,a1_g1,1.0
openai/gpt-4o-mini,gsm0131,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0131,a1_g1,1.0
openai/gpt-4.1-nano,gsm0131,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0128,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0131,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0131,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0130,a1_g1,1.0
openai/gpt-4.1-nano,gsm0132,a1_g1,1.0
openai/gpt-4o-mini,gsm0132,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0132,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0132,a1_g1,1.0
openai/gpt-4.1-nano,gsm0133,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0133,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0132,a1_g1,1.0
openai/gpt-4o-mini,gsm0133,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0133,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0133,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0134,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0132,a1_g1,1.0
openai/gpt-4.1-nano,gsm0134,a1_g1,1.0
openai/gpt-4o-mini,gsm0134,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0134,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0134,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0131,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0134,a1_g1,1.0
openai/gpt-4.1-nano,gsm0135,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0135,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0135,a1_g1,1.0
openai/gpt-4o-mini,gsm0135,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0135,a1_g1,0.0
meta-llama/llama-3.1-8b-instruct,gsm0133,a1_g1,1.0
openai/gpt-4o-mini,gsm0136,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0136,a1_g1,1.0
openai/gpt-4.1-nano,gsm0136,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0136,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0136,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0137,a1_g1,1.0
openai/gpt-4.1-nano,gsm0137,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0137,a1_g1,1.0
openai/gpt-4o-mini,gsm0137,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0138,a1_g1,1.0
openai/gpt-4o-mini,gsm0138,a1_g1,1.0
openai/gpt-4.1-nano,gsm0138,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0138,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0138,a1_g1,0.0
openai/gpt-4o-mini,gsm0139,a1_g1,1.0
openai/gpt-4.1-nano,gsm0139,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0139,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0139,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0139,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0138,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0139,a1_g1,1.0
openai/gpt-4.1-nano,gsm0140,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0136,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0140,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0135,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0140,a1_g1,1.0
openai/gpt-4o-mini,gsm0140,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0137,a1_g1,1.0
mistralai/ministral-8b-2512,gsm0140,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0140,a1_g1,1.0
openai/gpt-4.1-nano,gsm0141,a1_g1,1.0
qwen/qwen-2.5-7b-instruct,gsm0141,a1_g1,1.0
meta-llama/llama-3.3-70b-instruct,gsm0137,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0141,a1_g1,1.0
openai/gpt-4.1-nano,gsm0142,a1_g1,1.0
meta-llama/llama-3.1-8b-instruct,gsm0142,a1_g1,1.0
